2022:05:17_16:22:59,35.5,29.44609570922912,24.57991984631624,924.8593651574467,27.428333282470703,40.371803283691406,0,359.8393398100953,345.1271367237976,0.0,0.0,0.0
2022:05:17_16:23:01,35.0,29.31851417592261,24.816114990526366,924.8662270500911,27.31833267211914,40.004058837890625,927.927001953125,359.851043272537,345.0797693619036,0.00016205912491296646,0.0,0.0
2022:05:17_16:23:03,35.5,29.344030468031995,24.896257931645867,924.9310262255498,27.373332977294922,40.2967529296875,928.00927734375,359.83937248027746,345.2883018674532,0.0025041779269745954,0.0,0.0
2022:05:17_16:23:05,35.0,29.29299789108918,24.97911011972158,924.9668333968998,27.31833267211914,40.021568298339844,927.984130859375,359.799653062624,345.94272278239964,0.008381243254963993,0.0,0.0
2022:05:17_16:23:07,35.5,28.88984155638609,25.95900094665164,924.9295832725454,27.40999984741211,39.95903015136719,927.955810546875,359.81988465657474,346.5524204724345,0.005769635548702988,0.0,0.0
2022:05:17_16:23:09,35.0,28.940873903408647,26.217519116936057,924.9489780010051,27.40999984741211,40.32176971435547,927.9541015625,359.83528647968905,347.14338978376514,0.0038172661618471764,0.0,0.0
2022:05:17_16:23:11,35.0,28.838809238467366,26.186140702170974,924.9377293881076,27.46500015258789,40.04908752441406,927.91162109375,359.80961333272353,347.7324449345809,0.006830620225652509,0.0,0.0
2022:05:17_16:23:13,35.5,28.808189861685968,25.747797003635807,924.920574602121,27.46500015258789,39.78641128540039,927.899169921875,359.8434084017054,348.31804742477124,0.002473092103553274,0.0,0.0
2022:05:17_16:23:16,35.0,28.945977139711612,26.02653916585096,924.9564275545416,27.46500015258789,39.36613082885742,927.92236328125,359.8649955347424,348.8520743027651,359.99998795875666,0.0,0.0
2022:05:17_16:23:17,35.5,28.721435017703335,26.253517908132913,924.9040919674693,27.55666732788086,39.9365119934082,927.91845703125,359.8939120143776,349.35297220196355,359.9968808517921,0.0,0.0
2022:05:17_16:23:20,35.0,28.302971657464514,27.167572522417586,924.9262514379886,27.538333892822266,40.23921585083008,927.981201171875,359.90503525758544,349.8220234903831,359.9957351688508,0.0,0.0
2022:05:17_16:23:22,35.0,28.022296109888703,26.985629899704637,924.8189320216686,27.446666717529297,40.18417739868164,927.958740234375,359.91349105178824,350.26713923463,359.9949269270198,0.0,0.0
2022:05:17_16:23:24,35.5,27.690589779621224,27.272384566644302,924.9393206367157,27.684999465942383,39.808929443359375,927.970947265625,359.92424256995463,350.7143603846886,359.99389640388597,0.0,0.0
2022:05:17_16:23:26,35.0,27.517082342837238,28.3375664627352,924.9056474461024,27.55666732788086,39.69384765625,927.961181640625,359.9360049627883,351.14553400529223,359.99280891470664,0.0,0.0
2022:05:17_16:23:28,35.5,27.24151239945204,28.385345480096184,924.8875304089734,27.648334503173828,39.803924560546875,927.939453125,359.9479007911047,351.54348643954654,359.99178849845185,0.0,0.0
2022:05:17_16:23:30,35.5,26.879190246853977,27.699048175921547,924.8246429870819,27.593334197998047,39.568763732910156,927.94873046875,359.9561653066602,351.9405347275095,359.99110054115465,0.0,0.0
2022:05:17_16:23:32,36.0,26.76181859654025,27.616105845474305,924.9000909215367,27.61166763305664,39.631309509277344,927.986328125,359.96056423863536,352.28912282331123,359.99070107513984,0.0,0.0
2022:05:17_16:23:34,36.5,26.83326219143928,29.425677225077177,924.8947709633044,27.739999771118164,39.833946228027344,927.974853515625,359.970064291389,352.6460668017888,359.98993098131604,0.0,0.0
2022:05:17_16:23:36,36.5,26.83326219143928,32.80480121949692,924.9222325621771,27.538333892822266,39.53874588012695,927.956298828125,359.9950154493397,353.0124799837769,359.9877964087957,0.0,0.0
2022:05:17_16:23:39,36.5,26.583209858858027,30.626849856613077,924.9133009823172,27.72166633605957,39.44618225097656,927.95068359375,0.01624637700571559,353.32532356521784,359.9864331990869,0.0,0.0
2022:05:17_16:23:41,36.5,26.48114788311068,29.411313617453523,924.9286338580052,27.666667938232422,39.47620391845703,927.94140625,0.06288904682417173,353.6312327971039,359.9837601647013,0.0,0.0
2022:05:17_16:23:43,36.0,26.338261312642135,29.20803799792097,924.8567281285566,27.703332901000977,39.183509826660156,927.97119140625,5.691216355918446e-06,354.03440947229967,359.98988647419594,0.0,0.0
